reporting_date|reporting_date_period_type|geography_type_key|geography_key|product_key1|product_key2|product_key3|product_key4|product_status_key|channel_key|year_seasonality_key|iso_currency_code|stock_value|stock_quantity|price_status_key|scanned_margin|sales_value|sales_quantity|clearance_sales_value|clearance_sales_quantity|promotion_sales_value|promotion_sales_quantity|system_price|selling_price
2017-05-30|1|0|0|13420||||1|1|4|GBP|885.7863|189|2|4|107.7941|23|10.77941|2|16.169115|3|4.6867|6.56138
2017-05-30|1|0|0|13420||||1|1|4|GBP|841.5000|187|2|4|112.5000|25|11.25000|2|16.875000|3|4.5000|6.30000
2017-05-30|1|0|0|13420||||1|1|4|GBP|974.2869|207|2|4|75.3072|16|7.53072|1|11.296080|2|4.7067|6.58938
2017-05-30|1|0|0|13420||||1|1|4|GBP|915.8565|195|2|4|108.0241|23|10.80241|2|16.203615|3|4.6967|6.57538
2017-05-30|1|0|0|13420||||1|1|4|GBP|964.8934|202|2|4|100.3107|21|10.03107|2|15.046605|3|4.7767|6.68738
2017-05-30|1|0|0|13420||||1|1|4|GBP|920.8598|194|1|4|113.9208|24|11.39208|2|17.088120|3|4.7467|6.64538
2017-05-30|1|0|0|13420||||1|1|4|GBP|1018.8429|213|2|4|105.2326|22|10.52326|2|15.784890|3|4.7833|6.69662
2017-05-30|1|0|0|13420||||1|1|4|GBP|1019.9791|227|2|4|148.2789|33|14.82789|3|22.241835|4|4.4933|6.29062
2017-05-30|1|0|0|13420||||1|1|4|GBP|1141.4612|236|2|4|130.5909|27|13.05909|2|19.588635|4|4.8367|6.77138
2017-05-30|1|0|0|13420||||1|1|4|GBP|956.7600|268|2|4|182.0700|51|18.20700|5|27.310500|7|3.5700|4.99800
2017-05-30|1|0|0|13420||||1|1|4|GBP|1368.6774|278|2|4|118.1592|24|11.81592|2|17.723880|3|4.9233|6.89262
2017-05-30|1|0|0|13420||||1|1|4|GBP|1503.8799|303|2|4|124.0825|25|12.40825|2|18.612375|3|4.9633|6.94862
2017-05-30|1|0|0|13420||||1|1|4|GBP|1660.3643|329|2|4|136.2609|27|13.62609|2|20.439135|4|5.0467|7.06538
2017-05-30|1|0|0|13420||||1|1|4|GBP|1244.9600|248|2|4|125.5000|25|12.55000|2|18.825000|3|5.0200|7.02800
2017-05-30|1|0|0|13420||||1|1|4|GBP|1376.8209|273|2|4|115.9959|23|11.59959|2|17.399385|3|5.0433|7.06062
2017-05-30|1|0|0|13420||||1|1|4|GBP|1499.7432|296|2|4|126.6675|25|12.66675|2|19.000125|3|5.0667|7.09338
2017-05-30|1|0|0|13420||||1|1|4|GBP|1151.6391|227|2|4|101.4660|20|10.14660|2|15.219900|3|5.0733|7.10262
2017-05-30|1|0|0|13420||||1|1|4|GBP|1260.5151|247|2|4|107.1693|21|10.71693|2|16.075395|3|5.1033|7.14462
2017-05-30|1|0|0|13420||||1|1|4|GBP|1368.9000|270|2|4|96.3300|19|9.63300|1|14.449500|2|5.0700|7.09800
2017-05-30|1|0|0|13420||||1|1|4|GBP|1479.4764|292|1|4|101.3340|20|10.13340|2|15.200100|3|5.0667|7.09338
2017-05-30|1|0|0|13420||||1|1|4|GBP|1593.2904|312|1|4|51.0670|10|5.10670|1|7.660050|1|5.1067|7.14938
2017-05-30|1|0|0|13420||||1|1|4|GBP|792.5615|155|1|4|76.6995|15|7.66995|1|11.504925|2|5.1133|7.15862
2017-05-30|1|0|0|13420||||1|1|4|GBP|880.0724|172|1|4|66.5171|13|6.65171|1|9.977565|1|5.1167|7.16338
2017-05-30|1|0|0|13420||||1|1|4|GBP|941.0395|185|2|4|71.2138|14|7.12138|1|10.682070|2|5.0867|7.12138
2017-05-30|1|0|0|13420||||1|1|4|GBP|1008.6600|200|2|4|70.6062|14|7.06062|1|10.590930|2|5.0433|7.06062
2017-05-30|1|0|0|13420||||1|1|4|GBP|740.3949|147|2|4|141.0276|28|14.10276|2|21.154140|4|5.0367|7.05138
2017-05-30|1|0|0|13420||||1|1|4|GBP|873.0791|173|1|4|85.7939|17|8.57939|1|12.869085|2|5.0467|7.06538
2017-05-30|1|0|0|13420||||1|1|4|GBP|962.0097|191|2|4|100.7340|20|10.07340|2|15.110100|3|5.0367|7.05138
2017-05-30|1|0|0|13420||||1|1|4|GBP|660.7404|212|1|4|43.6338|14|4.36338|1|6.545070|2|3.1167|4.36338
2017-05-30|1|0|0|13420||||1|1|4|GBP|800.2800|228|2|4|101.7900|29|10.17900|2|15.268500|4|3.5100|4.91400
2017-05-30|1|0|0|13420||||1|1|4|GBP|1226.8053|259|2|4|99.4707|21|9.94707|2|14.920605|3|4.7367|6.63138
2017-05-30|1|0|0|13420||||1|1|4|GBP|727.9885|155|1|4|98.6307|21|9.86307|2|14.794605|3|4.6967|6.57538
2017-05-30|1|0|0|13420||||1|1|4|GBP|825.4225|175|2|4|108.4841|23|10.84841|2|16.272615|3|4.7167|6.60338
2017-05-30|1|0|0|13420||||1|1|4|GBP|940.6600|200|1|4|108.1759|23|10.81759|2|16.226385|3|4.7033|6.58462
2017-05-30|1|0|0|13420||||1|1|4|GBP|1040.9100|221|2|4|122.4600|26|12.24600|2|18.369000|3|4.7100|6.59400
2017-05-30|1|0|0|13420||||1|1|4|GBP|1167.2616|248|2|4|61.1871|13|6.11871|1|9.178065|1|4.7067|6.58938
2017-05-30|1|0|0|13420||||1|1|4|GBP|464.3300|100|1|4|41.7897|9|4.17897|0|6.268455|1|4.6433|6.50062
2017-05-30|1|0|0|13420||||1|1|4|GBP|520.2897|109|1|4|76.3728|16|7.63728|1|11.455920|2|4.7733|6.68262
2017-05-30|1|0|0|13420||||1|1|4|GBP|614.8800|126|2|4|82.9600|17|8.29600|1|12.444000|2|4.8800|6.83200
2017-05-30|1|0|0|13420||||1|1|4|GBP|694.9800|143|1|4|82.6200|17|8.26200|1|12.393000|2|4.8600|6.80400
2017-05-30|1|0|0|13420||||1|1|4|GBP|771.0400|158|1|4|48.8000|10|4.88000|1|7.320000|1|4.8800|6.83200
2017-05-30|1|0|0|13420||||1|1|4|GBP|657.4978|134|1|4|49.0670|10|4.90670|1|7.360050|1|4.9067|6.86938
2017-05-30|1|0|0|13420||||1|1|4|GBP|613.3375|125|1|4|53.9737|11|5.39737|1|8.096055|1|4.9067|6.86938
2017-05-30|1|0|0|13420||||1|1|4|GBP|662.7688|136|1|4|97.4660|20|9.74660|2|14.619900|3|4.8733|6.82262
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.2750|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.2750|0.38500
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5550|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5550|0.77700
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.5400|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|1.0800|2|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|1.6200|3|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|1.6200|3|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|1.6200|3|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|2.7000|5|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|2.7000|5|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|2.7000|5|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.2400|6|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.2400|6|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.2400|6|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.7800|7|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.7800|7|1|4|0.0000|0|0.00000|0|0.000000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.7800|7|1|4|0.5400|1|0.05400|0|0.081000|0|0.5400|0.75600
2017-05-30|1|0|0|13420||||1|1|4|GBP|2798.7795|2115|2|4|47.6388|36|4.76388|3|7.145820|5|1.3233|1.85262
2017-05-30|1|0|0|13420||||1|1|4|GBP|2789.2017|2151|2|4|49.2746|38|4.92746|3|7.391190|5|1.2967|1.81538
2017-05-30|1|0|0|13420||||1|1|4|GBP|2713.1200|2188|1|4|32.2400|26|3.22400|2|4.836000|3|1.2400|1.73600
2017-05-30|1|0|0|13420||||1|1|4|GBP|2763.8559|2223|1|4|41.0289|33|4.10289|3|6.154335|4|1.2433|1.74062
2017-05-30|1|0|0|13420||||1|1|4|GBP|2930.2000|2254|1|4|27.3000|21|2.73000|2|4.095000|3|1.3000|1.82000
2017-05-30|1|0|0|13420||||1|1|4|GBP|3098.3089|2267|1|4|38.2676|28|3.82676|2|5.740140|4|1.3667|1.91338
2017-05-30|1|0|0|13420||||1|1|4|GBP|2904.3267|2299|1|4|37.8990|30|3.78990|3|5.684850|4|1.2633|1.76862
2017-05-30|1|0|0|13420||||1|1|4|GBP|2785.7900|2341|1|4|45.2200|38|4.52200|3|6.783000|5|1.1900|1.66600
2017-05-30|1|0|0|13420||||1|1|4|GBP|3083.7699|2403|1|4|166.8290|130|16.68290|13|25.024350|19|1.2833|1.79662
2017-05-30|1|0|0|13420||||1|1|4|GBP|3199.9389|2533|1|4|82.1145|65|8.21145|6|12.317175|9|1.2633|1.76862
2017-05-30|1|0|0|13420||||1|1|4|GBP|3309.3067|2599|1|4|59.8451|47|5.98451|4|8.976765|7|1.2733|1.78262
2017-05-30|1|0|0|13420||||1|1|4|GBP|3322.7148|2644|1|4|84.1989|67|8.41989|6|12.629835|10|1.2567|1.75938
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0000|0|1|4|0.6000|1|0.06000|0|0.090000|0|0.6000|0.84000
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0000|0|1|4|3.3800|1|0.33800|0|0.507000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|3.3800|1|1|4|0.0000|0|0.00000|0|0.000000|0|3.3800|4.73200
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0000|0|1|4|0.0000|0|0.00000|0|0.000000|0|1.6950|2.37300
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0000|0|1|4|0.0000|0|0.00000|0|0.000000|0|1.5850|2.21900
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
2017-05-30|1|0|0|13420||||1|1|4|GBP|0.0100|1|1|4|0.0000|0|0.00000|0|0.000000|0|0.0100|0.01400
